King's Bounty: The Legend ;Turn Based Strategy;09/23/08;Katauri Interactive ;1C Company;"King's Bounty: The Legend (Russian: King's Bounty. Легенда о рыцаре) is a 2008 video game, based on the King's Bounty property that was developed 18 years earlier by New World Computing. Blending elements of the original game with a modernized interface and gameplay elements, the game places the player in the role of ""Royal Treasure Hunter"", undertaking quests for King Mark the Wise.

A sequel, titled King's Bounty: Armored Princess, was announced in November 2008.   It features Lizard-based creatures, a continuation of the original storyline, a new playable hero and new bosses. The Russian version was released on April 10, 2009. An English-language version followed on November 20, 2009";http://upload.wikimedia.org/wikipedia/en/thumb/3/38/King%27s_Bounty.jpg/252px-King%27s_Bounty.jpg;PC;http://www.kingsbountygame.com/;T
Death Track: Resurrection ;Vehicular combat;03/31/09;SkyFallen Entertainment ;1C Company;Death Track: Resurrection (Russian: Death Track: Возрождение) is a computer racing game developed by SkyFallen Entertainment and published by 1C Company.  It is the sequel to the 1989 game Deathtrack. Outside of the CIS, the game was published by 505 Games in the European Union and Aspyr Media in North America, which was released DRM free. An Xbox 360 version of the game is expected to be released in 2010;http://upload.wikimedia.org/wikipedia/en/thumb/0/06/Death_Track_Resurrection_Cover.jpg/250px-Death_Track_Resurrection_Cover.jpg;PC, Xbox 360;http://www.death-track.com/;T
Rig'n'Roll ;Racing game;04/16/10;SoftLab-Nsk ;1C Company;"Rig'n'Roll, acronymed RnR or R&R, is a Sandbox-style truck driving simulation and Adventure racing video game released on 27 November 2009 in Russia and during 2010 in the rest of the world.    It simulates truck driving and management along with associated business strategic activities, and features some of the best known trucks in North America (list below). The action takes place in California and Nevada, USA in the year 2014.

This game was published by 1C and developed by SoftLab-Nsk's Igor Belago, who got inspired from games like Grand Theft Auto.  Rig'n'Roll also includes a program for the creation of skins for trucks, license plate, and trailers. The game has modes of racing, single-player missions, regular truck driving, and free cruising in an open world.";http://upload.wikimedia.org/wikipedia/en/thumb/4/42/Rig%27n%27Roll_packshot.png/256px-Rig%27n%27Roll_packshot.png;PC;http://www.rignroll.com/;E
Necrovision ;First Person Shooter (FPS);05/18/09;The Farm 51 ;1C Company;"NecroVisioN is World War I ""alternate"" history horror first-person shooter developed by Polish developer The Farm 51 and published by 505 Games. It was released for the Microsoft Windows platform on 20 February 2009. The game was also published by Aspyr Media in the United States, on May 25, 2009, and Canada on August 10, 2009. A prequel entitled NecroVisioN: Lost Company was released in February 2010.";http://upload.wikimedia.org/wikipedia/en/thumb/5/59/Necrovisioncover.jpg/250px-Necrovisioncover.jpg;PC;http://www.necrovision-game.com/html;M
Earth 2150 ;Real Time Strategy (RTS);06/12/00;TopWare Interactive ;1C Company;Earth 2150 also known as Earth 2150: Escape from the Blue Planet is a real-time strategy game, originally published in 2000 by SSI and the Polish developer Reality Pump and a sequel to the largely unknown Earth 2140. It was one of the first commercial full-3D games of its kind, although Pumpkin Studios' Warzone 2100 was released in the American market prior to Earth 2150. A sequel to Earth 2150, Earth 2160, was published in August 2005. The game also has two stand-alone expansion packs: Earth 2150: The Moon Project, and Earth 2150: Lost Souls.;http://upload.wikimedia.org/wikipedia/en/thumb/8/89/Earth2150Box.jpg/250px-Earth2150Box.jpg;PC;http://www.earth2150.com/;T
Stalingrad ;Real Time Strategy (RTS);06/27/05;DTF Games ;1C Company ;Stalingrad (also known as Great Battles of WWII: Stalingrad) is a stand-alone real-time tactics game for the PC developed by Russian company DTF Games. The game is built-up upon Nival Interactive's Enigma engine that was used in the Blitzkrieg game and is a fully stand-alone product;http://upload.wikimedia.org/wikipedia/en/2/2f/Stalingrad_Coverart.png;PC;http://stalingrad-game.ru/en/;T
Space Rangers ;Action Adventure;06/11/04;Elemental Games ;1C Company ;"Space Rangers (Russian: Космические рейнджеры) is a multi-genre computer game by the Russian company Elemental Games, released by 1C Company in 2002. It is critically lauded and popular in its home country,  Finland and parts of Eastern Europe, although not so popular elsewhere due to lack of marketing. In 2004, 1C Company published a sequel, Space Rangers 2: Dominators.

The game is dynamic and open-ended in a fashion that has been compared to Elite and Star Control 2.  Trade prices on planets follow supply and demand, the wars are ongoing non-scripted conflicts, computer-controlled ships have individual capabilities, goals and relations, etc. There are even several ways to complete the storyline. The games have turn-based space travel and combat, optional shoot 'em up sequences and occasional bits of text adventure. This game was not released in America in its own box, but in some special edition containers of Space Rangers 2: Rise of the Dominators.";http://upload.wikimedia.org/wikipedia/en/a/a4/SR1-cover.png;PC;http://elementalgames.com/eng/r_all.php;T
Space Rangers 2: Rise of the Dominators ;Role Playing Game (RPG);03/27/06;Elemental Games ;1C Company ;Space Rangers 2: Dominators (Russian: Космические рейнджеры 2: Доминаторы), released in North America with the subtitle Rise of the Dominators, is a multi-genre science fiction computer game developed by Elemental Games for Windows and first published in 2004 by 1C Company. The player takes the role of a spaceship pilot, and may explore, trade, engage in space and ground based combat, and undertake various types of missions. Space Rangers 2 is the sequel to the 2002 computer game Space Rangers.;http://upload.wikimedia.org/wikipedia/en/thumb/3/37/Sr2_cover.png/250px-Sr2_cover.png;PC;http://www.1cpublishing.eu/game/space-rangers-2-dominators/overview;T
World of Goo ;Puzzle game;10/13/08;2D Boy ;2D Boy ;World of Goo is a physics-based puzzle game by 2D Boy, an independent game developer consisting of Kyle Gabler and Ron Carmel, both former Electronic Arts employees,   released for Microsoft Windows, Mac OS X, Linux, iOS, Android and WiiWare.  It was nominated for the Seumas McNally grand prize, Design Innovation Award, and Technical Excellence at the Independent Games Festival,  and has gone on to win several other gaming awards since its release.;http://upload.wikimedia.org/wikipedia/en/7/79/WoG-BoxArt.png;PC;http://www.worldofgoo.com/;E
BioShock ;First Person Shooter (FPS);08/21/07;2K Boston;2K Games;"BioShock is a survival horror first-person shooter video game developed by 2K Boston (now known as Irrational Games)  and designed by Ken Levine. It was released for Microsoft Windows and Xbox 360 on August 21, 2007 in North America, and three days later in Europe and Australia.  It became available on Steam on August 21, 2007.  A PlayStation 3 version of the game, which was developed by 2K Marin, 2K Boston, 2K Australia and Digital Extremes, was released internationally on October 17, 2008 and in North America on October 21, 2008  with some additional features.  The game was also released for the Mac OS X operating system on October 7, 2009 by Feral Interactive.  A version of the game for mobile platforms was developed by IG Fun.  A sequel, BioShock 2, was developed by 2K Marin and released on February 9, 2010.

Set in an alternate 1960, the game puts the player in the role of a plane crash survivor named Jack, who must explore the underwater city of Rapture, and survive attacks by the mutated beings and mechanical drones that populate it. The game incorporates elements found in role-playing and survival games, and is described by the developers and Levine as a ""spiritual successor"" to their previous titles in the System Shock series.   The game received overwhelmingly positive reviews, which praised its ""morality-based"" storyline, immersive environment and its unique setting, inspired by Objectivist philosophy and rhetoric";http://upload.wikimedia.org/wikipedia/en/6/6d/BioShock_cover.jpg;PC, PS 3, Xbox 360;http://www.bioshockgame.com/;M
Mafia II ;Action Adventure;08/24/10;2K Czech ;2K Games;Mafia II is a third-person action-adventure video game, the sequel to Mafia: The City of Lost Heaven. It is developed by 2K Czech, previously known as Illusion Softworks, and is published by 2K Games.  Originally announced in August 2007 at the Leipzig Games Convention, it was released on Microsoft Windows, PlayStation 3 and Xbox 360 in August 2010.   The Mac OS X edition of the game was published by Feral Interactive in December 2011.  A version of the game for mobile platforms  was developed by Twistbox Entertainment and released in 2010 by Connect2Media.;http://upload.wikimedia.org/wikipedia/en/0/0d/Mafia_II_Boxart.jpg;PC, PS 3, Xbox 360;http://www.2kgames.com/mafia2/;M
BioShock 2 ;First Person Shooter (FPS);02/09/10;2K Marin;2K Games;"BioShock 2 is a survival horror first-person shooter video game developed by 2K Marin for Microsoft Windows, PlayStation 3 and Xbox 360.   The sequel to the 2007 video game BioShock, it was released worldwide on February 9, 2010. The Mac OS X version of the game was released by Feral Interactive on 30th March, 2012. 

The game is set in the fictional underwater dystopia of Rapture, in a biopunk/dieselpunk 1968, eight years after the events of BioShock. The protagonist and player-controlled character is a Big Daddy, a being that has had its organs and skin grafted into an atmospheric diving suit. Among the first of its kind, the player-controlled Big Daddy, named Subject Delta, reactivates with no recollection of the past decade's events, and scours the city in an attempt to relocate the Little Sister that he was paired with. Fearing this reunion will ruin her plans for the city, Sofia Lamb sends out her spliced up followers that she calls ""The Rapture Family"" and new Big Sisters in an attempt to deter Delta.";http://upload.wikimedia.org/wikipedia/en/7/79/Bioshock_2_boxart.jpg;PC, PS 3, Xbox 360;http://www.bioshockgame.com/;M
Duke Nukem Forever ;First Person Shooter (FPS);06/14/11;3D Realms ;2K Games;"Duke Nukem Forever is a 2011 first-person shooter video game for Microsoft Windows, Mac OS X, PlayStation 3 and Xbox 360 developed by 3D Realms and Triptych Games and finished by Gearbox Software and Piranha Games. It is a sequel to the 1996 game Duke Nukem 3D, as part of the long-running Duke Nukem video game series.

Intended to be groundbreaking, Duke Nukem Forever became a notable example of vaporware due to its severely protracted development schedule; the game was released in 2011 after fifteen years of development. The game was a financial success but received middling to negative critical notice.";http://upload.wikimedia.org/wikipedia/en/0/0e/DukeNukemForever.jpg;PC, PS 3, Xbox 360;http://www.dukenukem.com/;M
The Elder Scrolls IV: Oblivion ;Role Playing Game (RPG);03/20/06;Bethesda Softworks;2K Games;"The Elder Scrolls IV: Oblivion is an action role-playing open world video game developed by Bethesda Game Studios and published by Bethesda Softworks and the Take-Two Interactive subsidiary 2K Games. It is the fourth installment in The Elder Scrolls action fantasy video game series, following The Elder Scrolls III: Morrowind. Oblivion was first released in March 2006 for Microsoft Windows and Xbox 360. A PlayStation 3 (PS3) version shipped in March 2007 in North America, and in April 2007 in Europe and Australia. After a number of smaller content releases, a major expansion pack, Shivering Isles, was distributed. The Elder Scrolls IV: Oblivion Game of the Year Edition (a package including both Shivering Isles and the official plug-in Knights of the Nine) was released in September 2007 for Microsoft Windows, Xbox 360, and PlayStation 3, and on Steam in June 2009. A fifth anniversary edition was shipped in North America in July 2011 and in Australia in September 2011. Versions for other regions have been confirmed, although release details are unannounced.

Oblivion's main story revolves around the player character's efforts to thwart a fanatical cult known as the ""Mythic Dawn"" that plans to open the gates to a realm called ""Oblivion"". The game continues the open-world tradition of its predecessors by allowing the player to travel anywhere in the game world at any time and to ignore or postpone the main storyline indefinitely. A perpetual objective for players is to improve their character's skills, which are numerical representations of certain abilities. Seven skills are selected early in the game as major skills, with the remainder termed minor. Developers opted for tighter pacing in gameplay and greater plot focus than in past titles.

Development for Oblivion began in 2002, directly after the release of Morrowind. To achieve its goals of designing ""cutting-edge graphics"", Bethesda used an improved Havok physics engine, high dynamic range lighting, procedural content generation tools that allowed developers to quickly create detailed terrains, and the Radiant A.I. system, which enabled non-player characters (NPCs) to make choices and engage in behaviors more complex than in past titles. The game was developed with fully voiced characters—a first for the series—and features the music of BAFTA-award-winning composer Jeremy Soule. Oblivion was well received and has won a number of industry and publication awards. It was praised for its impressive graphics, expansive game world and schedule-driven NPCs. The game had shipped 1.7 million copies by April 2006, and sold over 3 million copies by January 2007.";http://upload.wikimedia.org/wikipedia/en/thumb/4/4b/The_Elder_Scrolls_IV_Oblivion_cover.png/256px-The_Elder_Scrolls_IV_Oblivion_cover.png;PC, PS 3, Xbox 360;http://www.elderscrolls.com/oblivion/;M
Serious Sam II ;First Person Shooter (FPS);10/19/05;Croteam ;2K Games;"Serious Sam II (or Serious Sam 2) is a science fiction first-person shooter video game released for the PC and Xbox and the sequel to the 2002 computer game Serious Sam: The Second Encounter, making it the third game in the Serious Sam series. It was designed and developed by Croteam and was released on October 11, 2005. The game was initially published by 2K Games, a Take-Two Interactive subsidiary.  The game was later made available on Steam on January 31, 2012.   While the game was originally released only for Windows and the Xbox, a Linux version of the game client and the game's content editor, Serious Editor 2, was later released and is in beta.  

In the single-player campaign, the player assumes the role of hero Sam ""Serious"" Stone in his adventures against the forces of the extraterrestrial overlord, ""Mental"", who seeks to destroy humanity. Taking place after the events of Serious Sam: The Second Encounter, Sam travels through various worlds collecting parts of a medallion in an effort to defeat Mental. He is guided by the Sirian Great Council and receives sporadic aid from the natives of the worlds he visits. The multiplayer mode includes online co-op and deathmatch, the latter having been introduced in a patch.  A 4.5/5.0 was awarded to Serious Sam by Computer Gaming World, though overall the game received moderate praise from the media, earning an average of 75% on Game Rankings.  

Croteam simultaneously developed Serious Engine 2, the successor to their previous game engine, Serious Engine, for use in the game, and the engine is capable of many features of other advanced game engines of the time including high dynamic range rendering and light bloom.  The engine supports integration with both Xfire and GameSpy Arcade for multiplayer match finding. Serious Sam II is the only game so far to use the proprietary engine, though the Serious Engine II is available for licensing.";http://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Serious_Sam_II_-_US_Windows_box_cover_-_Croteam.jpg/220px-Serious_Sam_II_-_US_Windows_box_cover_-_Croteam.jpg;PC;http://www.2kgames.com/serioussam2/sam_home.html;M
The Darkness II ;First Person Shooter (FPS);02/06/12;Digital Extremes ;2K Games;The Darkness II is a first-person shooter psychological thriller video game developed by Digital Extremes and published by 2K Games. The game is the sequel to 2007's The Darkness. The script for the game was written by comic book writer Paul Jenkins, who previously worked on The Darkness comic series. Originally scheduled to be released on July 10, 2011 and then on October 4, 2011, it was delayed for both dates and instead was released February 7, 2012 in North America, February 10, 2012 in Europe and Australia and February 23, 2012 in Japan.  for Microsoft Windows, PlayStation 3 and Xbox 360.  and Mac OS X on April 20, 2012.;http://upload.wikimedia.org/wikipedia/en/thumb/e/ed/The_Darkness_II_cover.jpg/256px-The_Darkness_II_cover.jpg;PC, PS 3, Xbox 360;http://www.embracethedarkness.com/;M
Civilization IV;Turn Based Strategy;07/20/07;Firaxis Games;2K Games;"Sid Meier's Civilization IV (also known as Civilization 4 or Civ4) is a turn-based strategy, 4X computer game released in 2005 and developed by lead designer Soren Johnson under the direction of Sid Meier and Meier's studio Firaxis Games. It is the fourth installment of the Civilization series. Civilization IV was released between October 25 and November 4, 2005 in North America, Europe, and Australia. The game's first expansion, Warlords, was released on July 24, 2006 in North America and July 28, 2006 in the European Union. A second expansion, Beyond the Sword, was released worldwide between July 18 and July 30, 2007. A remake of Sid Meier's Colonization, based on a total conversion of the Civilization IV engine, Colonization, was released on September 23, 2008. As of March 26, 2008, Civilization IV has sold 3 million copies according to Take-Two Interactive.  The game was re-released along with both of its expansions in 2007 in an edition entitled Sid Meier's Civilization IV: Complete; the North American version of this compilation was released on May 12, 2009 in a DRM free package that contains the core game, the two expansions, and the 2008 Colonization remake. Civilization IV was released in Chinese, Polish, German, French, Spanish, Italian, Japanese, Russian, Finnish and English.

Civilization IV is a turn-based game in which the player builds an empire from very limited initial resources. All standard full-length games begin in 4000 BC with a settler who builds a single city. From there, the player expands an empire while contending with rival nations, using the geography, developing infrastructure, and encouraging scientific and cultural progress. By default, players can win the game by accomplishing one of five goals: conquering all other civilizations, controlling a supermajority of the world's land and population, being the first to land a sleeper ship in the Alpha Centauri star system, increasing the Culture ratings of three different cities to ""legendary"" levels, or by being declared ""World Leader"" by winning a popularity election through the United Nations. If the game's clock runs out (by default in the year 2050 AD) with none of these goals fulfilled by any nation, the nation with the highest score is declared the winner.";http://upload.wikimedia.org/wikipedia/en/7/7e/CivIVboxshot.jpg;PC;http://www.2kgames.com/civ4/;E
Sid Meier's Civilization IV: Beyond the Sword ;Turn Based Strategy;07/23/07;Firaxis Games;2K Games;Civilization IV: Beyond the Sword is the second official expansion pack of the turn-based strategy video game Civilization IV.  The expansion focuses on adding content to the in-game time periods following the invention of gunpowder, and includes more general content such as 11 new scenarios, 10 new civilizations, and 16 new leaders;http://upload.wikimedia.org/wikipedia/en/e/eb/Civilization_IV_-_Beyond_the_Sword_Coverart.png;PC;http://www.2kgames.com/civ4/beyondthesword/;E
CivCity: Rome ;City builder game;07/24/06;Firaxis Games;2K Games;"CivCity: Rome is a city building strategy game by Firefly Studios and Firaxis. As a collaboration between Firefly Studios and Firaxis Games, the game invites players to shift focus from building a multi-city empire and zoom-in on the great cities of the Roman Empire, culminating in Rome itself. In terms of game logic, it includes elements from two well-known game series, i.e., Caesar (primarily) and Civilization, giving players the opportunity to build, run and maintain various cities of the Roman Empire.

As the player, you will be charged with building, nurturing and managing one of the great cities of Rome as they endeavour to lead the Roman Empire from its humble beginnings to its mighty zenith. As with most city building games, making sure each neighborhood has access to all the commodities it needs is the primary challenge. The different kinds of items required by the most advanced households will require you to fit a wide variety of shops and services into a very compact area.";http://upload.wikimedia.org/wikipedia/en/4/49/CivCityRome_Boxart.jpg;PC;http://www.2kgames.com/civcityrome/civcity.html;E
Sid Meier's Civilization IV: Warlords ;Turn Based Strategy;07/24/06;Firaxis Games;2K Games;Civilization IV: Warlords is the first official expansion pack of the critically acclaimed turn-based strategy video game Civilization IV ;http://upload.wikimedia.org/wikipedia/en/f/fd/Warlordsboxart.jpg;PC;http://www.2kgames.com/civ4/warlords/warlords.html;E
Sid Meier's Pirates! ;Real Time Strategy (RTS);11/22/04;Firaxis Games;2K Games;"Sid Meier's Pirates! is a 2004 strategy/action/adventure computer game developed by Firaxis Games and published by Atari.  The game is a remake of Sid Meier's earlier 1987 game, also named Sid Meier's Pirates!. Overall, the gameplay remains similar to the original game, though it features a 3D game engine (NDL's Gamebryo). Some elements such as sun sighting have been removed, but other features have been added, such as a ballroom dancing mini-game and an improved turn-based land combat system.

An Xbox version was released on July 11, 2005 which includes some multiplayer capabilities. The Xbox version is on the Xbox 360 backwards compatibility list in North America and Europe. A version for the PlayStation Portable was released on January 22, 2007. This new version features some modified gameplay mechanisms and was developed by Full Fat in collaboration with Firaxis Games. Also, a mobile version has been released by Oasys Mobile. The Xbox version was released on the Xbox Live Marketplace for the Xbox 360 as an Xbox Original on February 11, 2008. The Microsoft Windows version of Pirates! is also available for play through the online GameTap video game service. The Wii version was released on September 28, 2010. The Apple iPad version of the game was released on July 21, 2011. The Mac OS X version of the game was released in August 2008 by Feral Interactive.  Also on April 20, 2012, a version for the Apple iPhone and iPod touch was released by Feral Interactive.  In addition, the game was ported over to the Windows Phone platform in early April 2012.";http://upload.wikimedia.org/wikipedia/en/7/70/Sid_Meier%27s_Pirates%21_%282004%29_Coverart.png;PC, PS 3, Xbox 360;http://www.2kgames.com/pirates/pirates/home.php;E
